time_idx;hour_of_day;hour_of_day_cos;hour_of_day_sin;month_of_year;month_of_year_cos;month_of_year_sin;season_of_year;season_of_year_cos;season_of_year_sin;sunposition_thetaZ;sunposition_solarAzimuth;sunposition_extraTerr;sunposition_solarHeight;clearsky_diffuse;clearsky_direct;clearsky_global;clearsky_diffuse_agg;clearsky_direct_agg;clearsky_global_agg;Albedo;WindComponentUat0;WindComponentVat0;WindComponentUat100;WindComponentVat100;DewpointTemperatureAt0;TemperatureAt0;PotentialVorticityAt1000;PotentialVorticityAt950;RelativeHumidityAt1000;RelativeHumidityAt950;RelativeHumidityAt0;SnowDensityAt0;SnowDepthAt0;SnowfallPlusStratiformSurfaceAt0;SurfacePressureAt0;SolarRadiationGlobalAt0;SolarRadiationDirectAt0;SolarRadiationDiffuseAt0;TotalCloudCoverAt0;LowerWindSpeed;LowerWindDirection;LowerWindDirectionMath;LowerWindDirectionCos;LowerWindDirectionSin;UpperWindSpeed;UpperWindDirection;UpperWindDirectionMath;UpperWindDirectionCos;UpperWindDirectionSin;power_normed;
1.0;0.0;1.0;0.0;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.2618864148588097;3.738150694669679E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02652374027282234;0.30663466068917555;0.7134308422416729;0.3296825038729399;0.72338853283114;0.6558030460515578;0.4548078223642615;0.4401468130693571;0.15198590583544389;0.8492938285221323;0.9770491578843402;0.8612507485482133;7.442743347564355E-8;0.0;2.767273484966426E-19;0.37486789952928296;0.0;0.0;4.8828125E-4;1.0;0.3057548492497432;0.4844524202678914;0.2655581678599663;0.4511209960868043;0.9976055380990099;0.3282773751860732;0.4964848645213916;0.25357322343749805;0.48840825069602556;0.999865691517127;0.0;
2.0;0.14285714285714285;0.9578236439058484;0.3993320249660467;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.2621631698635278;3.743123015681786E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026405634842519687;0.34955122983253695;0.7089748296100381;0.3761755622133817;0.7211835270979353;0.7027385257660227;0.4728460031015165;0.43623305700373466;0.1289223671537794;0.9276901819241753;0.956541179714904;0.9356941404953583;7.442743347564355E-8;0.0;2.767273484966426E-19;0.3097291292522832;0.0;0.0;4.8828125E-4;1.0;0.30045092382397204;0.5160925697034237;0.23391763352081674;0.5503503978505767;0.9974588095478798;0.3309520019278712;0.5288461311613698;0.22122372195986795;0.5895271788871635;0.9919196666362834;0.0;
3.0;0.2857142857142857;0.8382780268799481;0.7325436927038315;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.2624396063788401;3.748089990425016E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026405634842519687;0.500332750536098;0.7764651767588534;0.5223678330856732;0.7834542938286417;0.6604228050131858;0.4650709794312209;0.46619445107035457;0.12938807703435948;0.8231617107214514;0.9001442397489544;0.8436310427425356;7.442743347564355E-8;0.0;2.767273484966426E-19;0.2863239678136781;0.0;0.0;4.8828125E-4;1.0;0.45352445210210884;0.590659754066572;0.1593495420450434;0.7695450541866589;0.9211244531189369;0.4856219016964354;0.5945714951610128;0.1555222528709661;0.7793194918736195;0.914705530776948;0.0;
4.0;0.42857142857142855;0.6611572010109029;0.9444626826229372;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;0.7374474251030291;0.38082206082734693;0.32562110917959275;0.2625525748969709;0.3611143833510984;0.24150341734655592;0.26678517042348826;0.207586708962388;0.10311819186364869;0.12253152026384674;0.026405634842519687;0.5847077753625269;0.7478199077985013;0.5930708650217719;0.7391904411150514;0.6554491336878183;0.45813739151769844;0.39068379159371364;0.1275252375120391;0.8427607990719621;0.9411601960878269;0.8505077351148781;7.442743347564355E-8;0.0;2.767273484966426E-19;0.2956143770378399;0.059830054708415785;0.032968574635241304;0.068603515625;0.5234375;0.5051647893531057;0.628590415616753;0.12141841906692656;0.8613373024665234;0.8455945823717079;0.5119482732871964;0.6305814107086412;0.1195254289772359;0.8651859326465469;0.8415249305581;0.04303589337359927;
5.0;0.5714285714285714;0.45578837159866814;1.0;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;0.6667418499353338;0.5505348171783689;0.4103556456163226;0.33325815006466625;0.42157964024289896;0.3394268507124566;0.36165016216581214;0.41904555233137014;0.34114553621603144;0.36310279292882724;0.026405634842519687;0.6574423369904319;0.7011036463378136;0.6637379431162814;0.6895768629118605;0.6335890321527664;0.4769242141619143;0.5068681347507262;0.1390946599921523;0.7251662689688977;0.8181123270712094;0.7375342704193907;7.442743347564355E-8;0.0;2.767273484966426E-19;0.2898301227379555;0.27342567803515305;0.19795173961840629;0.2294921875;0.640625;0.5542217202817075;0.6608304838734809;0.08917795860854603;0.9234742568618182;0.765837809497283;0.558167263187237;0.663266169848387;0.0868525526077741;0.9271254983635546;0.7599304577415447;0.3219899988899377;
6.0;0.7142857142857143;0.2561759748400184;0.889959920387969;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;0.919179630045095;0.7073867741717204;0.10132477644514401;0.08082036995490502;0.1875533160864964;0.05754605619812513;0.07928734443667913;0.32514425343823833;0.2084496983718759;0.23277532822109476;0.026405634842519687;0.6797350951287644;0.6413569572031131;0.6948921444016906;0.6312377077812118;0.591562797969299;0.4370189267998075;0.4135724443592597;0.10713903520766697;0.7251662689688977;0.864255277952441;0.7402004169281644;7.442743347564355E-8;0.0;2.767273484966426E-19;0.3070510668310083;0.17390292166220464;0.12387766554433222;0.149658203125;0.8359375;0.5488731187346572;0.6831266414284026;0.06688152982002221;0.9564432024539606;0.7041071769078799;0.5664624219999235;0.6868761667525638;0.06325113928129537;0.9608355681125492;0.6939861046989503;0.09266502946460232;
7.0;0.8571428571428571;0.09537131179700552;0.6325625937334766;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.7364583777658696;3.767903912370418E-18;0.0;0.0;0.0;0.0;0.022088550125246742;0.003263190467833527;0.006327811781362475;0.026405634842519687;0.6327155193750035;0.6654083683106368;0.6501256606518392;0.6605434964195946;0.6032908695764219;0.4210371521410215;0.4800860116971991;0.13344074386749266;0.7904965634706002;0.8847632561218772;0.8181348200399847;7.442743347564355E-8;0.0;2.767273484966426E-19;0.3151427135746331;0.003026423000814806;0.0;0.0068359375;1.0;0.5012009213862876;0.6662115175443479;0.08379685947720042;0.9322178695409642;0.7513720112761793;0.5230206274148601;0.6692553630274407;0.08086553684133119;0.9365968345764377;0.7436867597600543;1.198771403164325E-4;
8.0;1.0;0.0;0.2704271993759261;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.7361835584589776;3.7728437701702715E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026405634842519687;0.5895496164966043;0.644906287363795;0.6121248206752764;0.6351024003523453;0.603168031061823;0.428695003916215;0.5415966865630506;0.15171638862795925;0.7774305045702596;0.8334933106982866;0.7954218638877676;7.442743347564355E-8;0.0;2.767273484966426E-19;0.3201552081948485;0.0;0.0;4.8828125E-4;0.96875;0.4346544792788684;0.6625748186781795;0.08743360258394837;0.9263621252531276;0.7611810125379258;0.45914598731674405;0.669241779769402;0.08087911516108244;0.936576047652206;0.7437239985390296;0.0;
9.0;0.0;1.0;0.0;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.2640914447723408;3.777778127586606E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026405634842519687;0.5807850468203533;0.6476875174149377;0.6085246953504571;0.6379039821093637;0.5876972503070963;0.4103155305449044;0.5803670046930097;0.18875915070371735;0.7839635340204298;0.8334933106982866;0.8073354508080144;7.442743347564355E-8;0.0;2.767273484966426E-19;0.31560238941303453;0.0;0.0;4.8828125E-4;0.765625;0.42564468730274535;0.659109019919687;0.09089944350401402;0.9205743870243471;0.7704022487679644;0.45623327093121674;0.6673276378089467;0.08279256122198692;0.9336150808678136;0.7489538007639535;0.0;
10.0;0.14285714285714285;0.9578236439058484;0.3993320249660467;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.26436560555370375;3.782706958996992E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026280891238235113;0.5413432610530317;0.7159798731234253;0.5625792416742164;0.716021744412973;0.5946543770884695;0.40067833876989956;0.4869433040495309;0.09380784215804014;0.8362277696217919;0.9001442397489544;0.8546407298999096;7.442743347564355E-8;0.0;2.767273484966426E-19;0.2942038031415689;0.0;0.0;4.8828125E-4;1.0;0.43337069243018267;0.6229190613586859;0.12708984231723322;0.8487965058167031;0.8582475007317132;0.46001215460916295;0.6272057567918521;0.1228998556516923;0.8578650529985338;0.8491885572868559;0.0;
