time_idx;hour_of_day;hour_of_day_cos;hour_of_day_sin;month_of_year;month_of_year_cos;month_of_year_sin;season_of_year;season_of_year_cos;season_of_year_sin;sunposition_thetaZ;sunposition_solarAzimuth;sunposition_extraTerr;sunposition_solarHeight;clearsky_diffuse;clearsky_direct;clearsky_global;clearsky_diffuse_agg;clearsky_direct_agg;clearsky_global_agg;Albedo;WindComponentUat0;WindComponentVat0;WindComponentUat100;WindComponentVat100;DewpointTemperatureAt0;TemperatureAt0;PotentialVorticityAt1000;PotentialVorticityAt950;RelativeHumidityAt1000;RelativeHumidityAt950;RelativeHumidityAt0;SnowDensityAt0;SnowDepthAt0;SnowfallPlusStratiformSurfaceAt0;SurfacePressureAt0;SolarRadiationGlobalAt0;SolarRadiationDirectAt0;SolarRadiationDiffuseAt0;TotalCloudCoverAt0;LowerWindSpeed;LowerWindDirection;LowerWindDirectionMath;LowerWindDirectionCos;LowerWindDirectionSin;UpperWindSpeed;UpperWindDirection;UpperWindDirectionMath;UpperWindDirectionCos;UpperWindDirectionSin;power_normed;
1.0;0.0;1.0;0.0;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.26180232560093125;3.740287346969706E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.039187578277892196;0.3861716342594241;0.7407448349048782;0.40440727959893613;0.7530749512585939;0.6608990597226396;0.4608398139832076;0.5143398359403649;0.17924964619041892;0.8607026113937767;0.9923687312465604;0.8826162634005708;8.108962398254822E-8;0.0;3.7712762783932436E-19;0.3798043651396922;0.0;0.0;2.484472049689441E-4;1.0;0.33609857118428654;0.5099876041903462;0.23958206270059543;0.5316842846403647;0.9989952341315563;0.355658965877959;0.519524289223652;0.2303663675957315;0.5604450456395959;0.9963330717467935;0.0;
2.0;0.14285714285714285;0.9578236439058484;0.3993320249660467;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.26207898489522624;3.745262510061225E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03897448817798399;0.4178532529915635;0.7117156027484007;0.4384305539261099;0.7238824009977188;0.7033609190960743;0.4778652731164007;0.5257111260784924;0.19969660250302934;0.937055262404515;0.9975373183884696;0.9466977856935251;8.108962398254822E-8;0.0;3.7712762783932436E-19;0.3165350257193359;0.0;0.0;2.484472049689441E-4;1.0;0.3043486955293641;0.535169837669946;0.21445282959150136;0.609706208111691;0.9878160878235068;0.3273552824430003;0.545701773770398;0.20419050078633122;0.640853119005318;0.9797504713913064;0.0;
3.0;0.2857142857142857;0.8382780268799481;0.7325436927038315;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.26235532562777586;3.750232323828046E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03897448817798399;0.5361171034820499;0.7775396728891528;0.5515900467617184;0.7880424701434221;0.674869048130179;0.4714764471640263;0.4814630988878105;0.15524840670064471;0.867643761485662;0.9355142726855595;0.8889308916210839;8.108962398254822E-8;0.0;3.7712762783932436E-19;0.2906432443348256;0.0;0.0;2.484472049689441E-4;0.9921875;0.4515766353965432;0.5880031205470073;0.16173074350601116;0.762316907513158;0.9256631226173224;0.4762019402088202;0.5911393815499333;0.1587557009968024;0.770196499022818;0.9207064882123911;0.0;
4.0;0.7142857142857143;0.2561759748400184;0.889959920387969;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;0.9225592928046092;0.7088150812909532;0.09706279459398147;0.07744070719539073;0.18365255889063378;0.053259326558871216;0.07519515863435103;0.32279978260800496;0.2003925963251352;0.22698513450221827;0.03897448817798399;0.7382602611228617;0.6902245748459117;0.7474970591315706;0.6791360141764479;0.6022497960585634;0.44490727685564463;0.5839819122570546;0.15414997826267934;0.7427030598317267;0.8631540526988312;0.7728274336054668;8.108962398254822E-8;0.0;3.7712762783932436E-19;0.30686786818811984;0.15552699228791775;0.09211087420042643;0.16993788819875777;0.6640625;0.592547973815241;0.6753115180728813;0.0746061016196395;0.9454656089730242;0.7270655375550156;0.6012461201924627;0.6800796962198765;0.06982088273230345;0.9520818703459396;0.7135931382665375;0.0;
5.0;0.8571428571428571;0.09537131179700552;0.6325625937334766;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.7365430420461627;3.770057571015622E-18;0.0;0.0;0.0;0.0;0.021340816478521814;0.0026958625123928107;0.005701556407174038;0.03897448817798399;0.6950040216902433;0.7313495177981211;0.7064912169509094;0.7226382124730639;0.5833199161335566;0.42667479498543587;0.6510676838287472;0.22036093202231083;0.749644209923612;0.857985465556922;0.7751089771443748;8.108962398254822E-8;0.0;3.7712762783932436E-19;0.3173393931280476;0.002453844356157981;0.0;0.00546583850931677;1.0;0.5669918325341116;0.6536383969019492;0.09623360795450042;0.9106196876712378;0.7852890917833711;0.5769335060553662;0.6585428779197713;0.09135637008270624;0.919154565621729;0.7725977049303949;0.0;
6.0;1.0;0.0;0.2704271993759261;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.7362683188779068;3.7750002523395625E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03897448817798399;0.6823707555182894;0.7174740738518195;0.6935792650009013;0.7090118321243359;0.6051747456098923;0.42543109701333187;0.7181665814838545;0.20735091435495656;0.8259968609343502;0.8838284012664679;0.8368219018593582;8.108962398254822E-8;0.0;3.7712762783932436E-19;0.3200633510241219;0.0;0.0;2.484472049689441E-4;1.0;0.5415463950365563;0.6550277660021754;0.09484716302210637;0.9130879312394963;0.7817032971197739;0.5510793036547912;0.6599615220593505;0.08993781361364399;0.9215663604010953;0.7688528622784304;0.0;
7.0;0.0;1.0;0.0;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.2640065878272788;3.779937430136075E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03897448817798399;0.6793902725231002;0.7075165695209249;0.6944027531113421;0.6992946309466489;0.5927289510969903;0.4147284484093543;0.6334254073392854;0.19374427660971796;0.819055710842465;0.888996988408377;0.8347059374562001;8.108962398254822E-8;0.0;3.7712762783932436E-19;0.3154787971473887;0.0;0.0;2.484472049689441E-4;0.96875;0.5306191141194369;0.6575763660064162;0.0923039269878487;0.9175340411095106;0.7750703538857908;0.5452212382607797;0.6633273729770688;0.08657217070150079;0.9271543435200633;0.7598830941218819;0.0;
8.0;0.14285714285714285;0.9578236439058484;0.3993320249660467;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.264280652330519;3.7848690787680845E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03874942124387444;0.6109183622311335;0.7256873765280517;0.625445063409034;0.7291887022551287;0.5825703419060295;0.4072442554356773;0.4553930564659497;0.13622593863600627;0.8051734106586943;0.8993341626921953;0.8293271162435756;8.108962398254822E-8;0.0;3.7712762783932436E-19;0.29625452953015413;0.0;0.0;2.484472049689441E-4;1.0;0.4673845820545776;0.6321184091858113;0.11770830313043684;0.8685360175221126;0.8379049992030313;0.48713593508657965;0.6350519443832032;0.11484585190757902;0.8745357961870905;0.8312446377007321;0.0;
9.0;0.2857142857142857;0.8382780268799481;0.7325436927038315;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;1.0;0.26455438498850964;3.789795172616962E-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03874942124387444;0.45518703584354137;0.7143512501559438;0.471457281779022;0.7250195360291738;0.5994178724256866;0.3954894350872789;0.5445076775282273;0.20627098576436745;0.8954083618532032;0.9923687312465604;0.909266454972623;8.108962398254822E-8;0.0;3.7712762783932436E-19;0.2685078247137065;0.0;0.0;2.484472049689441E-4;1.0;0.323719862825816;0.5606891403919542;0.1889872366605811;0.685982717745511;0.9641229496724016;0.3455558066186975;0.5667348044027644;0.18315876997018996;0.702807672415646;0.9570220525590405;0.0;
10.0;0.42857142857142855;0.6611572010109029;0.9444626826229372;0.9090909090909091;0.017332380120999316;0.25881904510252096;1.0;0.0;0.0;0.7398336002107749;0.38270936524064625;0.32279278613461504;0.26016639978922507;0.3590967831733212;0.2328206171217364;0.260794181830882;0.20635089565176057;0.0990867352856612;0.11951656094421752;0.038749258662414694;0.2989500009809001;0.6591708370115011;0.30992550399315316;0.6824240857533014;0.6016093483892204;0.391163387357313;0.4373684827970371;0.15882581468702883;0.9231729622207444;0.9923687312465604;0.9280759473941613;8.108962398254822E-8;0.0;3.7712762783932436E-19;0.23618791111796858;0.030848329048843187;4.2643923240938164E-4;0.06509316770186335;1.0;0.24989441602338974;0.4314780315149528;0.3179263983868464;0.29221985530254163;0.9547822962403578;0.275058165232292;0.44492031914644836;0.3049657272365002;0.3298197754164161;0.9701476421129424;0.007194244604316547;
